review_id,restaurant_id,rating,review_text,review_date
REV-00427,CLT-092,2,"The place could use a serious deep clean. The mac and cheese was fine — nothing special, nothing terrible. My fries arrived cold and had to be sent back.",2023-08-29
REV-00428,CLT-092,3,Average american restaurant in Charlotte. Every dish we ordered was fresh and flavorful. The menu has a great variety of american options.,2023-06-23
REV-00429,CLT-092,4,"The decor gives it a cozy, authentic feel. Service was fast even on a busy Saturday night. The Ballantyne location has a great vibe. Service was fast even on a busy Saturday night. It's convenient if you live nearby but I wouldn't drive across town for it.",2024-12-08
REV-00430,CLT-092,3,Wouldn't order the steak again. It's convenient if you live nearby but I wouldn't drive across town for it. The energy in this place is always lively and welcoming. It was uncomfortably crowded and the tables are too close together. Disappointed with the grilled chicken — it tasted like it sat under a heat lamp.,2023-07-26
REV-00431,CLT-092,3,The menu has a good selection but nothing really wowed me. They accommodated our dietary restrictions without any fuss. The Ballantyne location has a great vibe.,2023-11-01
REV-00432,CLT-092,3,It's convenient if you live nearby but I wouldn't drive across town for it. It was uncomfortably crowded and the tables are too close together. The american flavors were authentic and well-balanced. It's an okay spot for a casual meal. Their steak rivals anything I've had in Ballantyne. The energy in this place is always lively and welcoming.,2023-03-10
REV-00433,CLT-092,5,"Our server was friendly and attentive. The outdoor patio is fantastic, especially in the evening. The staff at Flower Child made us feel welcome from the start. Great spot for brunch in the Ballantyne area. Love the ambiance — perfect for a date night in Ballantyne. Love the ambiance — perfect for a date night in Ballantyne.",2024-05-26
REV-00434,CLT-092,5,Great spot for brunch in the Ballantyne area. Great service — our waiter was knowledgeable about the menu. Love the ambiance — perfect for a date night in Ballantyne. Best american food I've had in Charlotte. They accommodated our dietary restrictions without any fuss. The grilled chicken is a must-try if you visit Flower Child.,2023-10-01
REV-00435,CLT-093,3,The University City location has a great vibe. The restaurant was way too loud — couldn't hear our conversation. My margherita pizza arrived cold and had to be sent back. The menu has a great variety of italian options.,2023-07-16
REV-00436,CLT-093,4,"The decor gives it a cozy, authentic feel. The margherita pizza is a must-try if you visit Piada Italian Street Food. Every dish we ordered was fresh and flavorful. The lasagna was absolutely delicious. The pasta was absolutely delicious.",2023-11-18
REV-00437,CLT-093,4,Service was fast even on a busy Saturday night. Their lasagna rivals anything I've had in University City. We loved the bruschetta — perfectly prepared.,2024-05-27
REV-00438,CLT-093,5,"The bruschetta is a must-try if you visit Piada Italian Street Food. The risotto was fine — nothing special, nothing terrible. The decor gives it a cozy, authentic feel. The staff at Piada Italian Street Food made us feel welcome from the start. Some dishes were better than others at Piada Italian Street Food.",2024-03-26
REV-00439,CLT-093,5,The team here really knows how to take care of their guests. They accommodated our dietary restrictions without any fuss. The staff at Piada Italian Street Food made us feel welcome from the start.,2024-05-01
REV-00440,CLT-093,3,"We loved the lasagna — perfectly prepared. The bruschetta was fine — nothing special, nothing terrible. Best italian food I've had in Charlotte. Parking was a nightmare near Piada Italian Street Food. It's a decent option if you're in the University City area.",2023-09-03
REV-00441,CLT-094,3,"The decor gives it a cozy, authentic feel. It's a decent option if you're in the Greater Charlotte area. The wings was fine — nothing special, nothing terrible. The menu has a great variety of american options. Some dishes were better than others at Park Place Restaurant. It's an okay spot for a casual meal.",2024-02-02
REV-00442,CLT-094,4,"Service was fast even on a busy Saturday night. Every dish we ordered was fresh and flavorful. The menu has a great variety of american options. The decor gives it a cozy, authentic feel. The menu has a great variety of american options. The team here really knows how to take care of their guests.",2023-04-13
REV-00443,CLT-094,5,"They accommodated our dietary restrictions without any fuss. The energy in this place is always lively and welcoming. The wings was absolutely delicious. The decor gives it a cozy, authentic feel. Average american restaurant in Charlotte.",2024-10-05
REV-00444,CLT-094,5,We couldn't stop eating the wings. Love the ambiance — perfect for a date night in Greater Charlotte. They accommodated our dietary restrictions without any fuss.,2023-05-17
REV-00445,CLT-095,1,Disappointed with the oysters — it tasted like it sat under a heat lamp. Had to flag someone down just to get the check. The lobster roll was overcooked and dry. I've had better seafood food from a food truck. The oysters was bland and underseasoned.,2024-09-24
REV-00446,CLT-095,5,The staff at King Crab made us feel welcome from the start. Average seafood restaurant in Charlotte. Our server was friendly and attentive. Every dish we ordered was fresh and flavorful. The staff at King Crab made us feel welcome from the start.,2023-07-31
REV-00447,CLT-096,3,"It's an okay spot for a casual meal. For the price, I expected much better asian food. For the price, I expected much better asian food. We loved the fried rice — perfectly prepared. The Greater Charlotte location has a great vibe.",2024-09-24
REV-00448,CLT-096,3,Disappointed with the dumplings — it tasted like it sat under a heat lamp. The lighting was harsh and uninviting. The asian flavors were authentic and well-balanced. The spring rolls was overcooked and dry.,2023-11-28
REV-00449,CLT-096,3,The lighting was harsh and uninviting. The menu has a good selection but nothing really wowed me. The menu has a good selection but nothing really wowed me. Some dishes were better than others at Boiling Pot. The Greater Charlotte location has a great vibe. Their dumplings rivals anything I've had in Greater Charlotte.,2023-03-02
REV-00450,CLT-096,3,The fried rice was overcooked and dry. The restaurant was way too loud — couldn't hear our conversation. The menu has a good selection but nothing really wowed me. The fried rice was absolutely delicious.,2024-05-31
REV-00451,CLT-097,3,My dumplings arrived cold and had to be sent back. We couldn't stop eating the hot and sour soup. Best chinese food I've had in Charlotte. The staff at 88 China Bistro made us feel welcome from the start. Our server was friendly and attentive.,2024-05-19
REV-00452,CLT-097,4,The team here really knows how to take care of their guests. Our server was friendly and attentive. It's an okay spot for a casual meal. The team here really knows how to take care of their guests. Service was fast even on a busy Saturday night. Great service — our waiter was knowledgeable about the menu.,2024-03-22
REV-00453,CLT-097,4,The staff at 88 China Bistro made us feel welcome from the start. The energy in this place is always lively and welcoming. It's an okay spot for a casual meal. The menu has a great variety of chinese options. They accommodated our dietary restrictions without any fuss.,2024-05-21
REV-00454,CLT-097,2,"Not the nicest spot in Montford — a bit run down. It was uncomfortably crowded and the tables are too close together. For the price, I expected much better chinese food. Parking was a nightmare near 88 China Bistro. Parking was a nightmare near 88 China Bistro.",2024-08-20
REV-00455,CLT-097,4,Love the ambiance — perfect for a date night in Montford. The menu has a great variety of chinese options. Every dish we ordered was fresh and flavorful.,2024-02-08
REV-00456,CLT-098,4,The pad thai was absolutely delicious. The energy in this place is always lively and welcoming. Great service — our waiter was knowledgeable about the menu.,2023-12-04
REV-00457,CLT-098,4,The energy in this place is always lively and welcoming. It's a decent option if you're in the Greater Charlotte area. We loved the mango sticky rice — perfectly prepared. Our server was friendly and attentive. Their pad thai rivals anything I've had in Greater Charlotte. Some dishes were better than others at Thai House.,2024-02-02
REV-00458,CLT-098,3,"Not the nicest spot in Greater Charlotte — a bit run down. The menu has a great variety of thai options. Wouldn't order the spring rolls again. Some dishes were better than others at Thai House. The mango sticky rice was fine — nothing special, nothing terrible.",2023-05-15
REV-00459,CLT-098,3,The menu has a good selection but nothing really wowed me. We waited over 30 minutes just to get our drinks. Wouldn't order the spring rolls again.,2024-02-02
REV-00460,CLT-099,2,"The service was slow and inattentive. Not the nicest spot in University City — a bit run down. The grilled chicken was fine — nothing special, nothing terrible. The lighting was harsh and uninviting. The staff seemed disinterested — not what I expect in University City. For the price, I expected much better american food.",2024-03-23
REV-00461,CLT-099,4,"Every dish we ordered was fresh and flavorful. Great service — our waiter was knowledgeable about the menu. We couldn't stop eating the burger. Our server was friendly and attentive. The outdoor patio is fantastic, especially in the evening. We couldn't stop eating the burger.",2023-04-27
REV-00462,CLT-099,1,"Nothing about the burger stood out — very forgettable. I'd give it another try, but I wasn't blown away. Unfortunately the service ruined what could have been a good meal. The service was slow and inattentive. Wouldn't order the mac and cheese again. Nothing about the steak stood out — very forgettable.",2023-01-19
REV-00463,CLT-099,5,"The decor gives it a cozy, authentic feel. The energy in this place is always lively and welcoming. Great service — our waiter was knowledgeable about the menu.",2024-01-05
REV-00464,CLT-099,2,The food was mediocre at best for a american restaurant. The menu has a good selection but nothing really wowed me. The fries was bland and underseasoned. My grilled chicken arrived cold and had to be sent back. It was uncomfortably crowded and the tables are too close together. Our server seemed overwhelmed and forgot our order twice.,2024-03-08
REV-00465,CLT-099,2,"The lighting was harsh and uninviting. We waited over 30 minutes just to get our drinks. For the price, I expected much better american food. We waited over 30 minutes just to get our drinks.",2023-01-09
REV-00466,CLT-100,4,"The team here really knows how to take care of their guests. The outdoor patio is fantastic, especially in the evening. Great service — our waiter was knowledgeable about the menu. The decor gives it a cozy, authentic feel. The Greater Charlotte location has a great vibe. The Greater Charlotte location has a great vibe.",2024-10-25
REV-00467,CLT-100,1,The lighting was harsh and uninviting. We waited over 30 minutes just to get our drinks. I've had better mexican food from a food truck. It was uncomfortably crowded and the tables are too close together. The staff seemed disinterested — not what I expect in Greater Charlotte. Not the nicest spot in Greater Charlotte — a bit run down.,2023-10-28
REV-00468,CLT-100,2,The lighting was harsh and uninviting. Our server seemed overwhelmed and forgot our order twice. The lighting was harsh and uninviting. The food was mediocre at best for a mexican restaurant. We waited over 30 minutes just to get our drinks. The service was slow and inattentive.,2023-08-03
REV-00469,CLT-101,1,The service was slow and inattentive. The restaurant was way too loud — couldn't hear our conversation. Average mexican restaurant in Charlotte.,2024-09-24
REV-00470,CLT-101,4,"Service was fast even on a busy Saturday night. I'd give it another try, but I wasn't blown away. Great spot for brunch in the Steele Creek area. It's a decent option if you're in the Steele Creek area.",2024-04-13
REV-00471,CLT-101,2,Parking was a nightmare near El Buen Gusto. The tacos was overcooked and dry. Disappointed with the churros — it tasted like it sat under a heat lamp.,2023-07-30
REV-00472,CLT-101,1,Not the nicest spot in Steele Creek — a bit run down. The restaurant was way too loud — couldn't hear our conversation. Our server seemed overwhelmed and forgot our order twice. Had to flag someone down just to get the check.,2023-01-07
REV-00473,CLT-102,4,"Love the ambiance — perfect for a date night in Plaza Midwood. The decor gives it a cozy, authentic feel. Best mexican food I've had in Charlotte. The staff at El Malo Tacos made us feel welcome from the start. They accommodated our dietary restrictions without any fuss. The energy in this place is always lively and welcoming.",2023-01-31
REV-00474,CLT-102,4,The Plaza Midwood location has a great vibe. The staff at El Malo Tacos made us feel welcome from the start. It's a decent option if you're in the Plaza Midwood area.,2024-10-18
REV-00475,CLT-103,2,The lighting was harsh and uninviting. Had to flag someone down just to get the check. The lighting was harsh and uninviting.,2023-12-19
REV-00476,CLT-103,1,It was uncomfortably crowded and the tables are too close together. The buffalo wings was overcooked and dry. Not the nicest spot in University City — a bit run down. Not the nicest spot in University City — a bit run down. The buffalo wings was bland and underseasoned.,2023-12-09
REV-00477,CLT-103,3,"Our server seemed overwhelmed and forgot our order twice. The outdoor patio is fantastic, especially in the evening. The pizza flavors were authentic and well-balanced. Had to flag someone down just to get the check.",2024-06-17
REV-00478,CLT-103,4,"Great spot for brunch in the University City area. The team here really knows how to take care of their guests. The garlic knots was absolutely delicious. The outdoor patio is fantastic, especially in the evening.",2023-02-18
REV-00479,CLT-104,4,The energy in this place is always lively and welcoming. The chef clearly knows chinese cuisine inside and out. The energy in this place is always lively and welcoming.,2024-09-01
REV-00480,CLT-104,5,Great spot for brunch in the Greater Charlotte area. The energy in this place is always lively and welcoming. Some dishes were better than others at Great Wall of China. Their lo mein rivals anything I've had in Greater Charlotte. It's a decent option if you're in the Greater Charlotte area.,2023-05-14
REV-00481,CLT-104,1,Parking was a nightmare near Great Wall of China. Not the nicest spot in Greater Charlotte — a bit run down. Not the nicest spot in Greater Charlotte — a bit run down. Unfortunately the service ruined what could have been a good meal. The fried rice was overcooked and dry. Our server seemed overwhelmed and forgot our order twice.,2024-06-25
REV-00482,CLT-104,4,"Best chinese food I've had in Charlotte. The chef clearly knows chinese cuisine inside and out. The hot and sour soup was fine — nothing special, nothing terrible. Love the ambiance — perfect for a date night in Greater Charlotte.",2024-01-16
REV-00483,CLT-104,3,"The decor gives it a cozy, authentic feel. Wouldn't order the kung pao chicken again. Average chinese restaurant in Charlotte. The chef clearly knows chinese cuisine inside and out. For the price, I expected much better chinese food.",2023-11-09
REV-00484,CLT-104,4,"The decor gives it a cozy, authentic feel. The kung pao chicken was fine — nothing special, nothing terrible. They accommodated our dietary restrictions without any fuss. Service was fast even on a busy Saturday night.",2024-05-01
REV-00485,CLT-104,4,"The energy in this place is always lively and welcoming. The decor gives it a cozy, authentic feel. Our server was friendly and attentive. They accommodated our dietary restrictions without any fuss.",2024-02-09
REV-00486,CLT-105,5,"The team here really knows how to take care of their guests. The steak was absolutely delicious. The outdoor patio is fantastic, especially in the evening.",2024-10-22
REV-00487,CLT-105,5,Great spot for brunch in the Uptown area. Great spot for brunch in the Uptown area. The Uptown location has a great vibe.,2024-11-05
REV-00488,CLT-105,5,"The staff at Cedar Street Tavern made us feel welcome from the start. The decor gives it a cozy, authentic feel. The outdoor patio is fantastic, especially in the evening. Our server was friendly and attentive.",2024-03-23
REV-00489,CLT-105,3,Some dishes were better than others at Cedar Street Tavern. Great spot for brunch in the Uptown area. The Uptown location has a great vibe.,2023-04-28
REV-00490,CLT-105,4,"Every dish we ordered was fresh and flavorful. The team here really knows how to take care of their guests. The fries was fine — nothing special, nothing terrible. It's a decent option if you're in the Uptown area.",2024-02-04
REV-00491,CLT-106,5,"Service was fast even on a busy Saturday night. The burrito was absolutely delicious. Great spot for brunch in the Greater Charlotte area. The decor gives it a cozy, authentic feel.",2023-10-03
REV-00492,CLT-106,5,The menu has a great variety of mexican options. The enchiladas was absolutely delicious. The energy in this place is always lively and welcoming. The energy in this place is always lively and welcoming. Average mexican restaurant in Charlotte. Some dishes were better than others at Don Pedro Mexican.,2023-05-26
REV-00493,CLT-106,3,Average mexican restaurant in Charlotte. The service was slow and inattentive. Average mexican restaurant in Charlotte. Nothing about the tacos stood out — very forgettable.,2023-01-02
REV-00494,CLT-106,1,The tacos was bland and underseasoned. The service was slow and inattentive. Not the nicest spot in Greater Charlotte — a bit run down. Wouldn't order the churros again. The food was mediocre at best for a mexican restaurant.,2024-06-30
REV-00495,CLT-107,3,The pizza flavors were authentic and well-balanced. It's a decent option if you're in the Greater Charlotte area. The menu has a good selection but nothing really wowed me. It's an okay spot for a casual meal. Love the ambiance — perfect for a date night in Greater Charlotte.,2023-08-04
REV-00496,CLT-107,4,"The team here really knows how to take care of their guests. The decor gives it a cozy, authentic feel. Service was fast even on a busy Saturday night. The outdoor patio is fantastic, especially in the evening. The buffalo wings was absolutely delicious.",2024-05-02
REV-00497,CLT-107,5,"Great service — our waiter was knowledgeable about the menu. The Greater Charlotte location has a great vibe. The decor gives it a cozy, authentic feel.",2023-12-28
REV-00498,CLT-107,1,"Had to flag someone down just to get the check. The restaurant was way too loud — couldn't hear our conversation. I've had better pizza food from a food truck. For the price, I expected much better pizza food. The lighting was harsh and uninviting. My calzone arrived cold and had to be sent back.",2024-01-07
REV-00499,CLT-107,4,Great spot for brunch in the Greater Charlotte area. Average pizza restaurant in Charlotte. Great spot for brunch in the Greater Charlotte area. The chef clearly knows pizza cuisine inside and out. The chef clearly knows pizza cuisine inside and out. Every dish we ordered was fresh and flavorful.,2023-08-22
REV-00500,CLT-108,5,The Uptown location has a great vibe. Our server was friendly and attentive. The Uptown location has a great vibe. Service was fast even on a busy Saturday night. They accommodated our dietary restrictions without any fuss.,2024-06-13
REV-00501,CLT-108,3,The house salad is a must-try if you visit Bytes Cafe. Average cafeteria restaurant in Charlotte. The service was slow and inattentive. Great spot for brunch in the Uptown area.,2024-02-06
REV-00502,CLT-109,5,The appetizer sampler is a must-try if you visit Soul Gastrolounge. The signature dish is a must-try if you visit Soul Gastrolounge. We loved the special of the day — perfectly prepared.,2024-05-06
REV-00503,CLT-109,3,Unfortunately the service ruined what could have been a good meal. The menu has a good selection but nothing really wowed me. The team here really knows how to take care of their guests.,2024-04-29
REV-00504,CLT-110,5,"Great service — our waiter was knowledgeable about the menu. Great spot for brunch in the Dilworth area. The decor gives it a cozy, authentic feel. It's a decent option if you're in the Dilworth area. The Dilworth location has a great vibe.",2023-03-05
REV-00505,CLT-110,1,The lighting was harsh and uninviting. It's a decent option if you're in the Dilworth area. Average asian restaurant in Charlotte. Average asian restaurant in Charlotte. Parking was a nightmare near Open Rice. Had to flag someone down just to get the check.,2024-09-26
REV-00506,CLT-110,5,Great service — our waiter was knowledgeable about the menu. It's a decent option if you're in the Dilworth area. Love the ambiance — perfect for a date night in Dilworth.,2023-05-10
REV-00507,CLT-110,1,"Unfortunately the service ruined what could have been a good meal. The food was mediocre at best for a asian restaurant. I'd give it another try, but I wasn't blown away. The place could use a serious deep clean. It was uncomfortably crowded and the tables are too close together.",2024-04-25
REV-00508,CLT-110,3,"The outdoor patio is fantastic, especially in the evening. The dumplings was absolutely delicious. Unfortunately the service ruined what could have been a good meal. The spring rolls is a must-try if you visit Open Rice. We waited over 30 minutes just to get our drinks.",2023-02-25
REV-00509,CLT-110,2,It was uncomfortably crowded and the tables are too close together. Not the nicest spot in Dilworth — a bit run down. The staff seemed disinterested — not what I expect in Dilworth. The place could use a serious deep clean.,2023-12-03
REV-00510,CLT-111,5,"The menu has a great variety of american options. Love the ambiance — perfect for a date night in Uptown. Love the ambiance — perfect for a date night in Uptown. The team here really knows how to take care of their guests. The mac and cheese was absolutely delicious. The burger was fine — nothing special, nothing terrible.",2024-07-22
REV-00511,CLT-111,4,Great spot for brunch in the Uptown area. It's a decent option if you're in the Uptown area. The mac and cheese is a must-try if you visit Mimosa Grill. Great service — our waiter was knowledgeable about the menu. Best american food I've had in Charlotte.,2023-04-14
REV-00512,CLT-111,5,The american flavors were authentic and well-balanced. The american flavors were authentic and well-balanced. Great spot for brunch in the Uptown area. We loved the fries — perfectly prepared.,2023-05-14
REV-00513,CLT-111,3,The service was slow and inattentive. It's a decent option if you're in the Uptown area. Great spot for brunch in the Uptown area. The portions were tiny and the flavors were flat.,2023-09-08
REV-00514,CLT-112,1,Our server seemed overwhelmed and forgot our order twice. The place could use a serious deep clean. Not the nicest spot in Greater Charlotte — a bit run down. Unfortunately the service ruined what could have been a good meal.,2023-06-21
REV-00515,CLT-112,2,Our server seemed overwhelmed and forgot our order twice. The lighting was harsh and uninviting. Had to flag someone down just to get the check. Parking was a nightmare near Ladles. I've had better soup food from a food truck.,2024-02-10
REV-00516,CLT-112,5,"Love the ambiance — perfect for a date night in Greater Charlotte. Best soup food I've had in Charlotte. The outdoor patio is fantastic, especially in the evening. Great service — our waiter was knowledgeable about the menu. They accommodated our dietary restrictions without any fuss. Service was fast even on a busy Saturday night.",2024-01-27
REV-00517,CLT-112,1,The restaurant was way too loud — couldn't hear our conversation. The staff seemed disinterested — not what I expect in Greater Charlotte. Disappointed with the special of the day — it tasted like it sat under a heat lamp. It's a decent option if you're in the Greater Charlotte area. The place could use a serious deep clean. The place could use a serious deep clean.,2024-12-23
REV-00518,CLT-112,4,"The energy in this place is always lively and welcoming. I'd give it another try, but I wasn't blown away. They accommodated our dietary restrictions without any fuss. Love the ambiance — perfect for a date night in Greater Charlotte.",2023-08-22
REV-00519,CLT-113,5,"Great spot for brunch in the Dilworth area. The decor gives it a cozy, authentic feel. The staff at Red@28th made us feel welcome from the start. The decor gives it a cozy, authentic feel.",2024-03-25
REV-00520,CLT-113,5,Love the ambiance — perfect for a date night in Dilworth. The menu has a great variety of american options. The staff at Red@28th made us feel welcome from the start.,2024-03-11
REV-00521,CLT-113,4,Great spot for brunch in the Dilworth area. The chef clearly knows american cuisine inside and out. The american flavors were authentic and well-balanced. Great spot for brunch in the Dilworth area. The staff at Red@28th made us feel welcome from the start. Average american restaurant in Charlotte.,2024-05-01
REV-00522,CLT-113,2,We waited over 30 minutes just to get our drinks. It's an okay spot for a casual meal. Not the nicest spot in Dilworth — a bit run down. Nothing about the mac and cheese stood out — very forgettable. Unfortunately the service ruined what could have been a good meal. It's a decent option if you're in the Dilworth area.,2024-06-14
REV-00523,CLT-113,5,They accommodated our dietary restrictions without any fuss. We couldn't stop eating the grilled chicken. Their fries rivals anything I've had in Dilworth. Some dishes were better than others at Red@28th. The energy in this place is always lively and welcoming.,2023-06-12
REV-00524,CLT-114,4,"The energy in this place is always lively and welcoming. Best pizza food I've had in Charlotte. Average pizza restaurant in Charlotte. The outdoor patio is fantastic, especially in the evening. They accommodated our dietary restrictions without any fuss.",2023-02-10
REV-00525,CLT-114,4,Service was fast even on a busy Saturday night. Their margherita rivals anything I've had in Greater Charlotte. The energy in this place is always lively and welcoming. Love the ambiance — perfect for a date night in Greater Charlotte. It's a decent option if you're in the Greater Charlotte area.,2023-06-11
REV-00526,CLT-114,3,"Parking was a nightmare near Zepeddie's Pizzeria. It's a decent option if you're in the Greater Charlotte area. Average pizza restaurant in Charlotte. For the price, I expected much better pizza food. The menu has a great variety of pizza options.",2023-03-20
REV-00527,CLT-114,5,"Every dish we ordered was fresh and flavorful. Our server was friendly and attentive. The energy in this place is always lively and welcoming. The decor gives it a cozy, authentic feel. Every dish we ordered was fresh and flavorful.",2024-12-27
REV-00528,CLT-115,5,"They accommodated our dietary restrictions without any fuss. Some dishes were better than others at The Waterman. I'd give it another try, but I wasn't blown away. The chef clearly knows seafood cuisine inside and out. We couldn't stop eating the oysters.",2023-06-22
REV-00529,CLT-115,5,The menu has a great variety of seafood options. The Greater Charlotte location has a great vibe. The Greater Charlotte location has a great vibe.,2024-10-18
REV-00530,CLT-115,4,They accommodated our dietary restrictions without any fuss. Their fish tacos rivals anything I've had in Greater Charlotte. The staff at The Waterman made us feel welcome from the start.,2023-04-04
REV-00531,CLT-115,3,The crab cakes was absolutely delicious. It's a decent option if you're in the Greater Charlotte area. The lighting was harsh and uninviting.,2023-08-14
REV-00532,CLT-115,5,Love the ambiance — perfect for a date night in Greater Charlotte. The menu has a good selection but nothing really wowed me. Love the ambiance — perfect for a date night in Greater Charlotte.,2023-08-01
REV-00533,CLT-115,3,The portions were tiny and the flavors were flat. Great service — our waiter was knowledgeable about the menu. Their crab cakes rivals anything I've had in Greater Charlotte. Great spot for brunch in the Greater Charlotte area. The oysters was absolutely delicious. Not the nicest spot in Greater Charlotte — a bit run down.,2023-01-13
REV-00534,CLT-116,5,"The outdoor patio is fantastic, especially in the evening. We loved the fries — perfectly prepared. The decor gives it a cozy, authentic feel. Love the ambiance — perfect for a date night in Greater Charlotte. The outdoor patio is fantastic, especially in the evening. The energy in this place is always lively and welcoming.",2023-12-07
REV-00535,CLT-116,4,"The decor gives it a cozy, authentic feel. Great spot for brunch in the Greater Charlotte area. The energy in this place is always lively and welcoming. The Greater Charlotte location has a great vibe. The menu has a good selection but nothing really wowed me.",2023-08-31
REV-00536,CLT-116,5,Best american food I've had in Charlotte. Best american food I've had in Charlotte. The wings is a must-try if you visit Romani's Macaroni Grill. The team here really knows how to take care of their guests.,2023-05-18
REV-00537,CLT-117,2,Unfortunately the service ruined what could have been a good meal. The portions were tiny and the flavors were flat. The restaurant was way too loud — couldn't hear our conversation.,2023-09-12
REV-00538,CLT-117,4,Great service — our waiter was knowledgeable about the menu. The Greater Charlotte location has a great vibe. The burger is a must-try if you visit Mezzo Market. The fries is a must-try if you visit Mezzo Market.,2023-04-04
REV-00539,CLT-117,4,Their wings rivals anything I've had in Greater Charlotte. The fries is a must-try if you visit Mezzo Market. Love the ambiance — perfect for a date night in Greater Charlotte. The team here really knows how to take care of their guests.,2023-10-06
REV-00540,CLT-117,5,They accommodated our dietary restrictions without any fuss. They accommodated our dietary restrictions without any fuss. The staff at Mezzo Market made us feel welcome from the start. Average american restaurant in Charlotte. Great service — our waiter was knowledgeable about the menu. Love the ambiance — perfect for a date night in Greater Charlotte.,2024-01-25
REV-00541,CLT-117,5,"Great spot for brunch in the Greater Charlotte area. It's an okay spot for a casual meal. The burger is a must-try if you visit Mezzo Market. The grilled chicken was fine — nothing special, nothing terrible. They accommodated our dietary restrictions without any fuss. Service was fast even on a busy Saturday night.",2024-08-25
REV-00542,CLT-117,1,Nothing about the steak stood out — very forgettable. The service was slow and inattentive. Not the nicest spot in Greater Charlotte — a bit run down.,2024-12-06
REV-00543,CLT-118,4,The team here really knows how to take care of their guests. The american flavors were authentic and well-balanced. Best american food I've had in Charlotte.,2024-09-11
REV-00544,CLT-118,3,The Elizabeth location has a great vibe. The restaurant was way too loud — couldn't hear our conversation. Parking was a nightmare near Midwood Smokehouse. The burger was absolutely delicious.,2023-04-05
REV-00545,CLT-118,3,"My wings arrived cold and had to be sent back. Unfortunately the service ruined what could have been a good meal. Our server seemed overwhelmed and forgot our order twice. I'd give it another try, but I wasn't blown away. Our server was friendly and attentive. The Elizabeth location has a great vibe.",2023-11-06
REV-00546,CLT-118,3,"Unfortunately the service ruined what could have been a good meal. It's an okay spot for a casual meal. I'd give it another try, but I wasn't blown away. Some dishes were better than others at Midwood Smokehouse. Their wings rivals anything I've had in Elizabeth. The staff seemed disinterested — not what I expect in Elizabeth.",2023-05-27
REV-00547,CLT-118,5,The team here really knows how to take care of their guests. It's an okay spot for a casual meal. The menu has a good selection but nothing really wowed me. The team here really knows how to take care of their guests.,2024-03-17
REV-00548,CLT-118,4,The grilled chicken is a must-try if you visit Midwood Smokehouse. The menu has a great variety of american options. The burger is a must-try if you visit Midwood Smokehouse. Every dish we ordered was fresh and flavorful. The Elizabeth location has a great vibe.,2023-06-20
REV-00549,CLT-118,5,Our server was friendly and attentive. Some dishes were better than others at Midwood Smokehouse. The burger was absolutely delicious.,2023-09-30
REV-00550,CLT-118,2,Disappointed with the fries — it tasted like it sat under a heat lamp. Nothing about the steak stood out — very forgettable. Had to flag someone down just to get the check.,2023-12-12
REV-00551,CLT-119,4,"Service was fast even on a busy Saturday night. The decor gives it a cozy, authentic feel. Service was fast even on a busy Saturday night. Average chinese restaurant in Charlotte. The menu has a good selection but nothing really wowed me.",2023-10-14
REV-00552,CLT-119,5,"The energy in this place is always lively and welcoming. Love the ambiance — perfect for a date night in Greater Charlotte. Our server was friendly and attentive. The outdoor patio is fantastic, especially in the evening.",2023-08-28
REV-00553,CLT-119,5,The chinese flavors were authentic and well-balanced. The team here really knows how to take care of their guests. Great service — our waiter was knowledgeable about the menu. Great spot for brunch in the Greater Charlotte area. It's convenient if you live nearby but I wouldn't drive across town for it. Great spot for brunch in the Greater Charlotte area.,2023-06-22
REV-00554,CLT-120,5,Love the ambiance — perfect for a date night in Greater Charlotte. The energy in this place is always lively and welcoming. It's a decent option if you're in the Greater Charlotte area.,2023-12-01
REV-00555,CLT-120,4,"The team here really knows how to take care of their guests. The Greater Charlotte location has a great vibe. The energy in this place is always lively and welcoming. The fried rice was fine — nothing special, nothing terrible. The Greater Charlotte location has a great vibe.",2024-01-22
REV-00556,CLT-121,3,Not the nicest spot in Uptown — a bit run down. Average american restaurant in Charlotte. It's an okay spot for a casual meal. It's convenient if you live nearby but I wouldn't drive across town for it. Great service — our waiter was knowledgeable about the menu. The menu has a great variety of american options.,2023-03-31
REV-00557,CLT-121,4,We loved the steak — perfectly prepared. They accommodated our dietary restrictions without any fuss. Our server was friendly and attentive. They accommodated our dietary restrictions without any fuss. Love the ambiance — perfect for a date night in Uptown.,2024-11-10
REV-00558,CLT-121,3,Their grilled chicken rivals anything I've had in Uptown. The steak was absolutely delicious. It's an okay spot for a casual meal. Great spot for brunch in the Uptown area.,2023-10-31
REV-00559,CLT-121,4,The chef clearly knows american cuisine inside and out. It's a decent option if you're in the Uptown area. The energy in this place is always lively and welcoming. Great spot for brunch in the Uptown area. The menu has a great variety of american options. Our server was friendly and attentive.,2023-06-06
REV-00560,CLT-122,5,"The fries was absolutely delicious. The decor gives it a cozy, authentic feel. Love the ambiance — perfect for a date night in South End. They accommodated our dietary restrictions without any fuss.",2024-04-29
REV-00561,CLT-122,4,"The energy in this place is always lively and welcoming. We couldn't stop eating the grilled chicken. The steak was fine — nothing special, nothing terrible. Every dish we ordered was fresh and flavorful. Love the ambiance — perfect for a date night in South End. The staff at Muraya made us feel welcome from the start.",2023-08-12
